100	18446744068398278	18446744072365093
101	18446744068666431	18446744072417093
102	18446744068932241	18446744072470098
103	18446744069179191	18446744072519760
104	18446744069429923	18446744072571928
105	18446744069671534	18446744072623181
106	18446744069913035	18446744072675894
107	18446744070114075	18446744072718961
108	18446744070340692	18446744072770406
109	18446744070566385	18446744072823017
110	18446744070776471	18446744072872605
111	18446744070990830	18446744072924766
112	18446744071183479	18446744072971964
113	18446744071390254	18446744073024577
114	18446744071594811	18446744073077876
115	18446744071801861	18446744073133270
116	18446744071977927	18446744073180569
117	18446744072141632	18446744073225220
118	18446744072317347	18446744073274716
119	18446744072491366	18446744073324861
120	18446744072675048	18446744073379274
121	18446744072837798	18446744073428192
122	18446744073006499	18446744073480173
123	18446744073146010	18446744073523702
124	18446744073313085	18446744073577396
125	18446744073461846	18446744073626100
126	18446744073608807	18446744073675250
127	39307	13525
128	190012	66069
129	309303	108674
130	449802	159685
131	578916	207654
132	723399	262158
133	854507	312852
134	988227	365508
135	1106839	413544
136	1240923	468337
137	1369117	521928
138	1467298	564970
139	1565208	608692
140	1667615	654968
141	1777999	705239
142	1882575	754084
143	1975856	799222
144	2081478	850181
145	2191396	903796
146	2290274	953740
147	2392371	1005883
148	2492947	1058259
149	2564393	1099025
150	2649719	1146440
151	2739915	1196744
152	2825948	1246023
153	2914574	1297238
154	3002217	1348822
155	3082463	1397861
156	3143064	1438662
157	3210269	1483106
158	3294831	1536299
159	3372995	1587292
160	3437911	1632754
161	3515346	1684870
162	3583634	1733330
163	3645078	1779145
164	3731183	1837746
165	3812461	1894816
166	3862101	1936849
167	3924755	1986021
168	3988340	2036342
169	4051661	2087219
170	4098444	2130194
171	4155753	2179236
172	4211660	2228187
173	4265190	2276512
174	4323380	2327973
175	4381225	2379925
176	4435540	2430621
177	4488183	2481045
178	4541316	2532385
179	4590639	2582234
180	4628844	2626397
181	4678555	2677663
182	4725886	2728193
183	4771646	2778427
184	4811513	2825809
185	4854474	2875580
186	4898447	2926548
187	4936572	2974601
188	18446744064274483	18446744067975700
189	18446744064476338	18446744068050485
190	18446744064689873	18446744068134281
191	18446744064883039	18446744068207310
192	18446744064585767	18446744067973752
193	18446744064739057	18446744068022375
194	18446744064899653	18446744068076993
195	18446744065061439	18446744068133794
196	18446744065217935	18446744068188599
197	18446744065366265	18446744068239449
198	18446744065497321	18446744068280203
199	18446744065640390	18446744068330110
200	18446744065781144	18446744068379752
201	18446744065913294	18446744068424840
202	18446744066052151	18446744068475705
203	18446744066186579	18446744068524800
204	18446744066316947	18446744068572318
205	18446744066448727	18446744068622035
206	18446744066582200	18446744068674187
207	18446744066719404	18446744068730268
208	18446744066846898	18446744068780704
209	18446744066973550	18446744068831757
210	18446744067095386	18446744068880524
211	18446744067218919	18446744068931725
212	18446744067339202	18446744068981731
213	18446744067448137	18446744069024437
214	18446744067563665	18446744069073181
215	18446744067677126	18446744069121509
216	18446744067790936	18446744069171249
217	18446744067910801	18446744069226829
218	18446744068024802	18446744069279088
219	18446744068128302	18446744069324284
220	18446744068227485	18446744069367126
221	18446744068335853	18446744069418324
222	18446744068433451	18446744069462005
223	18446744068529388	18446744069505361
224	18446744068620316	18446744069545631
225	18446744068712844	18446744069588179
226	18446744068814713	18446744069639484
227	18446744068908739	18446744069685341
228	18446744069002589	18446744069732082
229	18446744069099175	18446744069782194
230	18446744069195839	18446744069833464
231	18446744069287857	18446744069881816
232	18446744069380576	18446744069931831
233	18446744069465140	18446744069975746
234	18446744069545012	18446744070016469
235	18446744069636839	18446744070068793
236	18446744069723786	18446744070117816
237	18446744069809520	18446744070166775
238	18446744069889757	18446744070211732
239	18446744069974494	18446744070261806
240	18446744070056933	18446744070310783
241	18446744070141211	18446744070362503
242	18446744070222883	18446744070412819
243	18446744070297607	18446744070457542
244	18446744070375554	18446744070506299
245	18446744070448288	18446744070551005
246	18446744070525436	18446744070600949
247	18446744070601147	18446744070650486
248	18446744070675167	18446744070699345
249	18446744070743964	18446744070743964
250	18446744070814721	18446744070791470
251	18446744070890208	18446744070844735
252	18446744070955764	18446744070888871
253	18446744071026400	18446744070939144
254	18446744071097249	18446744070990624
255	18446744071156443	18446744071030881
256	18446744071217616	18446744071074048
257	18446744071282180	18446744071121692
258	18446744071343705	18446744071167003
259	18446744071409595	18446744071217932
260	18446744071471063	18446744071265010
261	18446744071534183	18446744071314818
262	18446744071600349	18446744071368960
263	18446744071669449	18446744071427403
264	18446744071737160	18446744071485365
265	18446744071794461	18446744071532569
266	18446744071853340	18446744071582477
267	18446744071911088	18446744071632016
268	18446744071969488	18446744071683243
269	18446744072018378	18446744071724261
270	18446744072072125	18446744071771811
271	18446744072125020	18446744071819233
272	18446744072171682	18446744071860043
273	18446744072219149	18446744071902604
274	18446744072273209	18446744071954021
275	18446744072325921	18446744072004721
276	18446744072377273	18446744072054659
277	18446744072427834	18446744072104517
278	18446744072476979	18446744072153498
279	18446744072526823	18446744072204261
280	18446744072572624	18446744072250754
281	18446744072622740	18446744072303677
282	18446744072668312	18446744072351622
283	18446744072713290	18446744072399652
284	18446744072758610	18446744072449001
285	18446744072804202	18446744072499599
286	18446744072850162	18446744072551595
287	18446744072896108	18446744072604496
288	18446744072938480	18446744072653440
289	18446744072975384	18446744072695701
290	18446744073012983	18446744072739688
291	18446744073050336	18446744072784114
292	18446744073085408	18446744072826102
293	18446744073126342	18446744072877204
294	18446744073166209	18446744072927668
295	18446744073198342	18446744072967797
296	18446744073235994	18446744073016711
297	18446744073273655	18446744073066497
298	18446744073311714	18446744073117744
299	18446744073342413	18446744073158844
300	18446744073378364	18446744073208609
301	18446744073414013	18446744073258780
302	18446744073449232	18446744073309162
303	18446744073477298	18446744073349322
304	18446744073508479	18446744073395054
305	18446744073540987	18446744073443672
306	18446744073575267	18446744073495949
307	18446744073603837	18446744073539967
308	18446744073636574	18446744073591489
309	18446744073667508	18446744073640954
310	18446744073698597	18446744073691526
311	15029	24943
312	45023	75361
313	76787	129630
314	104926	178658
315	136906	235122
316	167012	289305
317	197998	345953
318	227409	400794
319	256968	456832
320	281167	504216
321	307721	556664
322	330670	603427
323	358250	659505
324	384995	714992
325	410506	769110
326	437086	826168
327	459119	875530
328	478679	920968
329	501202	972923
330	519597	1017673
331	540813	1068751
332	558796	1114247
333	579450	1165881
334	598510	1215156
335	618010	1266168
336	631496	1305608
337	649269	1354648
338	667446	1405369
339	681208	1447567
340	698631	1498323
341	715926	1549663
342	731655	1598457
343	746085	1645213
344	759308	1690074
345	772034	1734572
346	787915	1786971
347	804111	1840992
348	820640	1896711
349	836311	1951393
350	847459	1996364
351	863097	2052773
352	877516	2107233
353	890468	2159080
354	901663	2207521
355	913783	2259075
356	924689	2308489
357	936034	2359861
358	946326	2409440
359	956844	2460456
360	966121	2509136
361	975244	2558249
362	984490	2608540
363	991444	2653571
364	1000621	2705384
365	1008074	2753396
366	1017482	2807639
367	1023363	2853012
368	1026933	2892660
369	1033289	2940901
370	1039073	2988343
371	1045882	3039594
372	1052041	3089855
373	1058023	3140481
374	1060399	3181197
375	1065757	3231650
376	1068005	3273480
377	1070158	3315738
378	1071848	3357278
379	1076697	3409542
380	1080171	3458365
381	1083969	3509121
382	1087430	3559709
383	1087495	3599985
384	1087423	3640504
385	1089175	3687910
386	1091418	3737867
387	1090563	3778022
388	1089610	3818545
389	1091657	3870421
390	1093248	3921651
391	1094213	3971589
392	1094338	4019392
393	1092266	4059934
394	1092340	4109280
395	1091694	4156836
396	1091234	4206018
397	1089419	4250870
398	1088141	4298695
399	1086448	4345792
400	1084020	4390830
401	1080816	4433553
402	1078925	4482546
403	1076792	4531503
404	1073966	4578490
405	1071619	4628483
406	1067241	4670615
407	1062664	4712684
408	1060048	4764391
409	1056495	4812922
410	1053025	4862849
411	1049508	4913608
412	1044467	4958218
413	1040301	5007962
414	1035254	5054477
415	1030827	5105049
416	1025386	5151640
417	1020247	5200772
418	1014362	5247133
419	1007516	5289463
420	1001578	5337526
421	995575	5386318
422	989832	5437651
423	983448	5486606
424	976862	5535551
425	970655	5587825
426	964744	5643096
427	958350	5696860
428	950840	5745220
429	942746	5791159
430	934917	5839847
431	926753	5887610
432	918337	5934925
433	909711	5982039
434	900086	6023656
435	890490	6066464
436	881537	6114794
437	872461	6163520
438	863370	6213439
439	854341	6265170
440	844688	6313691
441	834580	6360080
