iter	Logloss	Accuracy
0	0.6743229869	0.821664465
1	0.658350789	0.8190224571
2	0.6443699681	0.8177014531
3	0.6293928357	0.8163804491
4	0.6160790007	0.8256274769
5	0.6054588341	0.8243064729
6	0.5916360879	0.8243064729
7	0.5811156521	0.8150594452
8	0.575022793	0.8150594452
9	0.5661827535	0.8137384412
10	0.5597183307	0.8137384412
11	0.5513298711	0.8137384412
12	0.542857698	0.8137384412
13	0.5357130533	0.8137384412
14	0.5305038731	0.8137384412
15	0.5249805289	0.8137384412
16	0.5186796479	0.8124174373
17	0.5119499712	0.8137384412
18	0.5067487104	0.8137384412
19	0.5031483254	0.8124174373
20	0.499422223	0.8124174373
21	0.4931902955	0.8124174373
22	0.4873957127	0.8137384412
23	0.4831073748	0.8137384412
24	0.4780224565	0.8137384412
25	0.4734680802	0.8137384412
26	0.4718201561	0.8137384412
27	0.4684386954	0.8137384412
28	0.4667839575	0.8137384412
29	0.4628106891	0.8137384412
30	0.4597480591	0.8137384412
31	0.4569491924	0.8137384412
32	0.4535017457	0.8163804491
33	0.45007506959	-0.5540341262
60	-0.5456697578
61	-0.5381035016
62	-0.5304403419
63	-0.5228478822
64	-0.5160153107
65	-0.5089185847
66	-0.5027298023
67	-0.4960575245
68	-0.4898877014
69	-0.4835138022
70	-0.4773398338
71	-0.4709604073
72	-0.4649928145
73	-0.458874959
74	-0.4532436279
75	-0.4477056728
76	-0.4421462472
77	-0.4366894519
78	-0.4316652619
79	-0.4265597178
80	-0.421435171
81	-0.4166693406
82	-0.4115188792
83	-0.4072686428
84	-0.4026339976
85	-0.3977649481
86	-0.393559153
87	-0.3892847832
88	-0.3850799415
89	-0.3809885778
90	-0.3770986464
91	-0.3727089848
92	-0.3688133695
93	-0.3649401919
94	-0.3612772834
95	-0.3576957009
96	-0.3541305677
97	-0.3508545768
98	-0.3470626487
99	-0.3436970096
100	-0.34052722
101	-0.3372357915
102	-0.3337905485
103	-0.3309161963
104	-0.3275028559
105	-0.3240558671
106	-0.3209460659
107	-0.3182189158
108	-0.3154045555
109	-0.3127275213
110	-0.3095909557
111	-0.3065317881
112	-0.3036273659
113	-0.301059725
114	-0.298110214
115	-0.2956395424
116	-0.2930928923
117	-0.2907417285
118	-0.2885430397
119	-0.2863555475
120	-0.2836491178
121	-0.2810494826
122	-0.2786088974
123	-0.2765205133
124	-0.2742288751
125	-0.2720569386
126	-0.2698973571
127	-0.2678443761
128	-0.2653111441
129	-0.2632094707
130	-0.2609982742
131	-0.2587892243
132	-0.2567648572
133	-0.2550496348
134	-0.2529583559
135	-0.2510365148
136	-0.2488540194
137	-0.2468281952
138	-0.2447360857
139	-0.24286006
140	-0.2412011849
141	-0.2394662476
142	-0.2375217194
143	-0.2356151268
144	-0.2338034191
145	-0.2320923619
146	-0.2305875766
147	-0.2289062406
148	-0.2272306556
149	-0.2255687947
150	-0.2239123577
151	-0.2224494958
152	-0.2208302941
153	-0.2192442571
154	-0.2176989178
155	-0.2164473251
156	-0.2149844286
157	-0.2133173329
158	-0.2116823424
159	-0.2103405277
160	-0.2089921661
161	-0.2074662249
162	-0.2060796389
163	-0.2046673641
164	-0.2034037168
165	-0.2018084735
166	-0.2007133827
